msno,date,predict,actual
9SHm6VRmTpN2KBq81JvrvMjdY4Udd95+Nnuql7UtEgk=,2017-03-01,0,0
9SUeeS0nn/xwneuT18uUKFK/ZV5mRSqv8Fdru/uxOKc=,2017-03-01,0,0
9SlquI4LAXZFGED9vDGSDQ3nzJLzluX/NZyucjSk9e8=,2017-03-01,0,0
9T2Cix+sF8uGqx01wsPm1/piX9bTkQrYvFCGzcCKaoY=,2017-03-01,0,0
9TBXAKqzHiHdFGN9TDd4WBE28K9vOrDl/pFOEsW+HJU=,2017-03-01,0,0
9TGZAdDomjf17FT2rPsvqSoeRwYGLlX8Pw9joYOFjaE=,2017-03-01,0,0
9TXuQTDn5Y5MD117pQlPwGPc7TRIabDMpelU4ICMMSY=,2017-03-01,0,0
9TZoLFviTC4jqeYYbinJxifhUw4DVCZ1QQyBdT92ByE=,2017-03-01,0,0
9U14nNXxPJ3gYyB/odKd4TWR3NUS6lgOs6pue/vN/RI=,2017-03-01,0,0
9UCKUhwSDQCwXrRuiLXdmG32vnfhg6+8LPet3ohGpZ4=,2017-03-01,0,0
9UWsiwANuhK/cnNffVOr0rYcj6bT+E6hSR/zpRk9tqU=,2017-03-01,0,0
9VlSKE7unI6MqXQdQdl2Yy9yhbE100vkeaTMh+tF+0c=,2017-03-01,0,0
9VoYQYSRaocm4sZjgD0GkxyaEOnxRCraVvmzmNMTigY=,2017-03-01,0,0
9WALIZSx7JKwS/ZpuJlhNAc3yBf4orMj1/M/seKiqts=,2017-03-01,1,1
9WC6W7W2j64ZpLSNrL78igVlXrJUp7Dmphs7iJbDN5s=,2017-03-01,0,0
9XAOHU58HECj2E0BTh91ib/OAcuuA81sbxaHxE99Q4M=,2017-03-01,0,0
9XIm/NXoHeWj9pb6BQgHyNtJ2eOgq2ehby3haqKtgvM=,2017-03-01,0,0
9XOPUdNUlgYgQtvGZ649QpiSVdlLwZ/Mn3djo/dW6QY=,2017-03-01,0,0
9XWwPgF02iPp7QdwyrHLKpuqTq+kwvlsAcnGv6+Jp0E=,2017-03-01,0,0
9Xf8H4PDV68LtFMVxy5NWoVxEFX5NUSyT1lOIKGq86s=,2017-03-01,0,0
9Y38swT0r33E5i5/aUBKwe2VyXQrsip/kaxttBPXwnk=,2017-03-01,0,0
9YlsqjZuXV7/ZdEQlx1W8Od4V1d0Ii1HL+BO3rNMoEM=,2017-03-01,0,0
9Yn7PmpKXzqAGyDRbRtvccQqBov9lD+IZhXwbS0FEng=,2017-03-01,1,1
9YvYdPh27rVNOmSvIUNXIp4EfflMgL4vrB6eqX22OLk=,2017-03-01,0,0
9Z57yh/WkT4bxJg3jy52LMzsWcQJjMe4Zo0a2aXcSmA=,2017-03-01,0,0
9Zd5XeWH2NfjNqM60QjLph9Yv8nRdnw6qc7MhuPPSVM=,2017-03-01,0,0
9alZo4TvqNXMfyoeHB9qHhSi4c3wZhcIW7XzZDlN0xk=,2017-03-01,0,0
9btbfweOg0EFsErWRPDdAAcaJTZdSCCQ9A9ByUOyxAQ=,2017-03-01,0,0
9djivKVoKBZFTqhsj8eMwRYOq7UdCpjsfA0Ywbj8Qdo=,2017-03-01,0,0
9dmzdzLKe1RbPkrU/dfaM6JfgfWniFAjfMGs2i7G7KI=,2017-03-01,0,0
9ecrnDVbt+j4Hwm1E7nHP65ZofTmLVbfy4am0Gk9CZU=,2017-03-01,0,0
9exMdtqpn0Sz7AW759g69hg6mg1qt+X+h8MGQqP41Vo=,2017-03-01,0,0
9f5y9MGCtGOMsb/+dkgtRZWrl1NPNPpAVbXPRWJHjxE=,2017-03-01,0,0
9f8wOoGkKMilCJW1giEr+SDPHjrRwuPeRU5PNgLHazY=,2017-03-01,0,0
9fCddGk0aAXZhUJrjjXmv5r6iVmgMmNJe0531zbC28Y=,2017-03-01,0,0
9fWefeEtB1IxgsEkPpXHmurBPipnEOg46rBDEm3DjAs=,2017-03-01,0,0
9g5XPf2l8k7hwfUFmzQRAc3uzJkyfj9ek6ev41/cEhk=,2017-03-01,0,0
9gSKNQGoBiJN1I+3/qmro4fIHFT1dWehNNooDYZsdZ0=,2017-03-01,0,0
9gmiAft5FNiEAEMQT20mMQNblKmm00KezR40SPBVTcw=,2017-03-01,0,0
9gvxxOFb6WygSUOCaJhng7hY2rUzB/tfK7PeagT2bU0=,2017-03-01,0,0
9gwJCNIQUOb8V9xjA0DR3LobR0WGHMhJdhsdTkCkK0o=,2017-03-01,0,0
9hSPCk99neTju6gKN+RKe+op6pCtG7vQ84U+RdHmHRg=,2017-03-01,1,1
9hWHhF2kcXSah9chd6YQCcv82sSFvMQfpL9CSgeRDEA=,2017-03-01,0,0
9iG7etN31gUimXqfghbjbun4cF8Juu0J73NaOLW4rco=,2017-03-01,0,0
9iPZyybq+L/uEVjk/BYUGr7/MPo98zbIxkCP2+HoXAE=,2017-03-01,0,0
9j0FXzkwuz5pHbmIhJfvZaW2GgvDCBtwsabGxCx46VE=,2017-03-01,0,0
9jKVMIF2+6AJsNB0Pu3L7xpxu7yKmw+BTEy8JDRjlgE=,2017-03-01,0,0
9jwe3SwuRTTHzdTJkCpLKoLS3Beli1EHZsuTyUU+RMM=,2017-03-01,0,0
9k0aneSFh4yCwOO/wYqeUdPIUXxi0YT0N1nSy6mOhIA=,2017-03-01,0,0
9k1uvxyI8WxmRzC3r6qKkkFWeNBXqqwoLAkUasGIOgY=,2017-03-01,0,0
9kySwy/6xN/VdLJPbReNpxEZMSOgGd3hjzwFFtg2dRY=,2017-03-01,0,0
9lWMKBUcYWUyHP6tjhmcFN1u0NXLmIyIfIpF9r+qIx0=,2017-03-01,0,0
9ldmHXAF+4/G85SAHPQWZtIvWhhWu2iWzXnoN9Qtk3U=,2017-03-01,0,0
9mL3VoRyG8tjkKM/Aw30EzqFjkeZO57tpFrFf+WoVjA=,2017-03-01,0,0
9mgkU9YEEQZjKLamasaqfRAC6GAbi2orcRDBsbWbSvM=,2017-03-01,0,0
9mkHpAW87Mg3EYz059DSrIBfS4/Xc+MSgmKPCSpEZ5A=,2017-03-01,0,0
9nQmwR2i9d4/G/msyGu1KksKsDnun15EjKreuMdgDyc=,2017-03-01,0,0
9nltm91+zXzqrDjATEAngcUaEElmX2tmLgUhoqcHjkE=,2017-03-01,0,0
9o6eGbTBKxksnlO3frFmXsKX1K9d84phiXN1CZ5PDxI=,2017-03-01,0,0
9oRf47Eyjnu+eeJUwWurioP3vLOyrpXhO12e8tMxqiw=,2017-03-01,1,1
9obc2r3Jw+WYBKHXaHCbLoVyLwwmfqx4TV13IRXWIjQ=,2017-03-01,0,0
9oyVZa0KDAXCzdKimFSpXo9EyIes+c+/TWISqKkkEnI=,2017-03-01,0,0
9pcMo6j4tp8WP/aTTps+Hfrkvl0Iktlhr6siqxMU6tQ=,2017-03-01,0,0
9pi+Mt6jcrFjRoQfk2iHHlAnui8nZUXGwyV5v1xeI4k=,2017-03-01,0,0
9q2RtfhEmllm9ufotaGdpOXCbLNJ3ipJWTHRL+b6zao=,2017-03-01,0,0
9qBgp2yamRuoYeu9AD0TzE4DiSd+TwMaRc2QgdNjtc8=,2017-03-01,0,0
9qZoDFUGqrN5GLuuqg1faiZ68sR0gPWfIBrE+3LGl50=,2017-03-01,0,0
9qgtUpxIvU/Vy/7QPl9VKYXq5g336sVC1dkN/4FFOy4=,2017-03-01,0,0
9qmiK9dZG34uoT0E62noR9JxOS547XMt3FXZztWAe74=,2017-03-01,0,0
9sOEKKkXm7pMNCPrWDajs7RaOGaFIbM9q5yBswQ4DB0=,2017-03-01,1,1
9tEt3B+SjzkabGX5Brqm5e9zVpL0TGhDkNDsI5Gtp08=,2017-03-01,0,0
9tOvtW7PFZyop7TMm8swysaPv6hwZyoVw8nM5yumwSA=,2017-03-01,0,0
9tYp6upEKjwqelFs7cDzFGMM8mzkeC1wSssYxlIE7mA=,2017-03-01,0,0
9ted5USj6HiZdIpKrvH/5C3Ws5k+dSsfR75bXO64jhQ=,2017-03-01,0,0
9tw4UXBY/vC/RuGyYvjLfA9WdSsAJLy8q8d2l/SF26Y=,2017-03-01,0,0
9u4HMl8E04Y2KGrrk+waPDApjn3ft8u1zTJXHUf5M98=,2017-03-01,0,0
9uAxlbbgJitYgDr1pLSvUpD77cgE7PRavKdm0nFWLAo=,2017-03-01,0,0
9uuPE2ztgQ2xxxAhIK2XZi9pq6kO7E4VQDtjew0I/dg=,2017-03-01,0,0
9wFBF7y8Il4W6W6yWZ0NsfUEjwbp+ue6HH3xuYozgTY=,2017-03-01,0,0
9wR5XKec6zcUYGOhBoFcngp9QptlH7QNAH1j83Zu1ak=,2017-03-01,0,0
9wY635ph2IPgL9je0h+ud+Y6CSk5umv1CUrRnqB9DL0=,2017-03-01,0,0
9wesvSlL0xZDuNFQt0vM3jd5qvx07dSswEa63u7MUNs=,2017-03-01,0,0
9wwWqald+FOdDF3gBFAq+/qzdSkSy0fM0KzdHkDzNTY=,2017-03-01,0,0
9x2R81ybg+Zz/zYxuG0FCDWh3cZ6pSLt3DJ514Zhjpg=,2017-03-01,0,0
9y4B+PddX7sstnG3HObAM5udI5uFuHsWTUj0vLh+p7s=,2017-03-01,0,0
9y8Tsb52lv0H5feePAmxt/SDQoe4KmVn0lVUicdHB1g=,2017-03-01,0,0
9ybVAgdjmf1LHob9qtHZiu9fe9P2SGWLEiMQybUqG+U=,2017-03-01,0,0
9ypBXU2slg0ofPcDinWxUFQ+tczF7sYkhMcKiSlcsZc=,2017-03-01,0,0
9zDTY2rC2GqOr50Azc7jB0AVmKhk4bfFFkAtwH1ew6s=,2017-03-01,0,0
9zI98QPJJrFZ95GSTWTT5aGT7TCcSkBsYh9RBHbvO30=,2017-03-01,0,0
A+fIdPr0BkZ41TYaPDc7xgjts51EXkbitnMXhh/xSak=,2017-03-01,1,1
A1AbApG0LZtQbDEgUwlFcWDmBnMZ6ErOTiextTEUdgY=,2017-03-01,0,0
A22EeNHxnJdJt1MhVbfDcuPgZ2M3zRhEDcXPRCoT8/0=,2017-03-01,0,0
A2QajuYyMNpPnct6Rh+RIPRpTFs92LYdR4oBvmPFEx0=,2017-03-01,1,1
A2S8kv/01ByKgjyRcMO7yeqm11K4SsOOVCcPj1ybTuU=,2017-03-01,0,0
A2ZmVqnC4lYbICXLaNOXH4qAD9fmlUNJMD/zcM2MX8s=,2017-03-01,0,0
A3FhAk2eEe3Iv7t7xpZ42JQBFn6yr4b6Vopu4qi7yrk=,2017-03-01,0,0
A3K9jOTG1s0e5W2cXGzaob5VM2BVeXOIaCghVPrniHc=,2017-03-01,0,0
A3WO4NlNuKlVlFri1Ad7YwF/bqME/oc7MXG0mh/PkCE=,2017-03-01,0,0
A4/4EnhHoWPpsbpkgxVF5wDXjUeA5GoCPxmYjAbRcVg=,2017-03-01,0,0
A4Ydq5BrsmSQgfMaz3bD/vCEojly8ljum9bAE33FfYY=,2017-03-01,0,0
A4bJqmvwzk1ideqISgWt9fIt0lv5U2FBK2rLlwhZe5M=,2017-03-01,0,0
A4cKVQLqh80ZTFVKTwkdWMCZL09iiOOdKym0hrMWkXo=,2017-03-01,0,0
A5/hE31Gay/VXJCgN1DbTqlia1IeU7JS5WgEmoQE89E=,2017-03-01,0,0
A5Va/A7ydONXp+pMCK72i+CfZwIRzm6CTigBdOWpiN4=,2017-03-01,0,0
A650Hq6VWuDOthvkaxcp282Pwp0UFGVNb5T3pRQkgSs=,2017-03-01,0,0
A6DT8RJL+8OiEFHcM0JvYweukSzVCcHyCpUwJrfHiHc=,2017-03-01,0,0
A6wBwnq2IYLqDl1ZbjPBMiQMK0H0xd6CUBZmIMNlp1Y=,2017-03-01,0,0
A7ENnSR40hjwxyl4Kce0D075aSzXHQnj2+8OPmqtFas=,2017-03-01,0,0
A7McvGO9LmK39JNvOVmZOp+aMSeCXE8IelZsuG/013E=,2017-03-01,0,0
A7XAjkdX+zdS8lWZyiKALqJrEr8Ezs9Jsukl9JkhUO8=,2017-03-01,0,0
A7dDPlYHTnBtMzcqWpS/Wm+aDkTPQy0DOw6lY7/Er8A=,2017-03-01,0,0
A7eR7bGzi9YDKM8tZ+XHVB5iX0ZXKFqjvQWhBMafEHo=,2017-03-01,0,0
A8EIhklsNQ1AJpdlvh4eQ1Bwr16lAc1RvQ1ytw9Hc+Q=,2017-03-01,0,0
A8Kizgnfa9omVR3RnpZdtTeRPw1Yuopuz+sNtNrukkE=,2017-03-01,0,0
A8XBvq4T0BH2jwzmzH0Ozg1Xgl1co89HmQq9QAPXVf0=,2017-03-01,0,0
AA+zxyVS2fJUA9sjYZYRQDdWpDhsm04kNQ/f4f8d00Q=,2017-03-01,0,0
AAT1gzgCkhpcu/8bXUYvZMKsfW20UhMWluxA2Yr8hkw=,2017-03-01,0,0
AAkMkVlLAaS7Zwb5pVSx3v6VsD9kopo/geIViRDGFYU=,2017-03-01,0,0
AB5OY4FjucANXEmpI1c23bXhIIDd3MYGwWxhaJWVwKA=,2017-03-01,0,0
AB7TFuzuAKtH/43jhCixgThi4MXAnCzU357g24ObtYM=,2017-03-01,0,0
ABX1tPEyrQmwNbtj+q1uiOdYpjSQPPO/pt9qQS8SFFg=,2017-03-01,0,0
ABgC6CQngE7ePuEQDNw3lm7rpefWXYP8x/l+rbTcG/M=,2017-03-01,0,0
ACEvOA3PlHUIqC3PiGqAXAohYAjHNqp+ofUhKjmuHyc=,2017-03-01,1,1
ACL/0hwmjbz27fF5y7jOjnBQ6UzysUolq0MdMeK8kbI=,2017-03-01,0,0
ACxjugrll2zIfCaF0KdWu/rTOCiMtoeaXw69saq92/A=,2017-03-01,1,1
ADBMX0KG9DCrh4n7PblO7bkU7fFM1Z61igFzOribifc=,2017-03-01,0,0
ADkrw3N/E9LUcThKxib1QtOctqvRb32WJCiPdnA2pZc=,2017-03-01,0,0
ADn0w1Ph87WU93IxjVyc/nKqEEbm/AIuHk+WONztu64=,2017-03-01,0,0
AEYlyUB81SKykyukilNEPVuo1I/8b4C65ugPo2iiX1g=,2017-03-01,0,0
AFLfozC/HYns4BRd/nCWTgR0FwDQKE3ZV0Jit95ch+4=,2017-03-01,1,1
AFU8fJy8EjipPrzLmntT4FhLgaHXf/Ejkod3KBadwqs=,2017-03-01,0,0
AFbA5pycEsRnorhGks+VCAJAG5edQJlnbt43Ok1maM8=,2017-03-01,0,0
AFor5nLQeAtnFtVw95uZDFAsmxCTdRNED1t/OE/us3U=,2017-03-01,0,0
AG4ShdOaQBw4BaqTjn8O8RgcpjO78aiYPW+YiVVOV+w=,2017-03-01,0,0
AHC989xZtR2kM5mTLQ2BV2q8TaXvaDOegcZSq0dqK4Y=,2017-03-01,0,0
AHn2b7URmuQnJaim3LHo/n+flcY1AX6xVjCDKoOTOkw=,2017-03-01,0,0
AI/XzGfqLi1pBL6JtOBSuoaCJ80e6PUY9PG/Q16raI0=,2017-03-01,0,0
AI7gjHi//mrOMkgZlViwgaP1PU8EN48e5gN1UecUyk8=,2017-03-01,0,0
AIKPJxV9z2WzFlc1yJgX5qw/ty9ds8Exax3EqTKVUZY=,2017-03-01,1,1
AIQIjbOc5Phb7CXSs5+TynHcF9T0UIXQwOeAfBo4IpE=,2017-03-01,0,0
AIcfZpqIgrOaP7GqY2r6ZYJc1/jfDyv34mIRilNqYGk=,2017-03-01,0,0
AId8sHwkIXmq/hDMfpX7xcJl8i9BJo7OasGEW9U39CA=,2017-03-01,1,1
AJFo82VF6WDTQYyLESxf4KnvaOh60+YqjCHAh3yQ+60=,2017-03-01,0,0
AKkRFW/R/s2EWoX3xRI2Q6PjvnDOAuAzqAuaw7pFJMA=,2017-03-01,0,0
AKon21Sj0wydEiuvmxtMVqJCQoI68TqMQqDXCp9A/60=,2017-03-01,0,0
ALRpVmjtrMjPPLhDD0SV+a9jQJNZ+p3ujDfI2M2qugE=,2017-03-01,1,1
ALxXMLlszHN8J7dHOuGgDuw28Z8xdLj/0mM6a1h47Vk=,2017-03-01,0,0
AMDmke+G0wNqqm5Cbt2vItaGfTgE5++Qv7rr8XmFEmU=,2017-03-01,1,1
AMKmO7s/56zFnMdv9FpugCokYLBUeRZxiytjuRgtEG0=,2017-03-01,0,0
AMXRpAT8bX2e4klT7aF108gZ+3qCCinJTE78nAloGdg=,2017-03-01,0,0
AMZ/gey/4EIrLptjiwZGZxfHV9E4Bdv7mUQyDiaddgE=,2017-03-01,0,0
AMmUuBeY9IRvKEqe1e79n1b2TjNaAXbIwJteWQPuoHM=,2017-03-01,0,0
AN0zZw1PjSrn9WpzulG0IIKKYEsB+h2oZ5EGyJDdrL4=,2017-03-01,0,0
AN9C2dQ/LS5w1umpTNsUg8k3Ro4xApIYc0y6gbeCrvo=,2017-03-01,0,0
ANoffnsE1ZnQF0WQgud2Dy7EA3jwF8C6abgCBtqbUfE=,2017-03-01,0,0
ANsQ7wzkVYD7kXbVBmODHvr2n6g10BAqDZutR6u2t+w=,2017-03-01,0,0
ANypExbRqPQb6IEDLjdpAubrWuJT9fU3bIU+s2SxrPA=,2017-03-01,0,0
AOEENq81IL8Nzpumj2MTwuIyiEyIu3ogFncEGbIVsGE=,2017-03-01,0,0
AOL7YG8Fjtn5lsb2nTn++3xbhplIgaz9Kx/vSDf9DSo=,2017-03-01,0,0
AOLq/sdTJZG0Qg+6qJ6orwVySbwZoyiu13iSNBiquig=,2017-03-01,0,0
AOV13jDsrzs0scmUbY8KRobMDdheZPrzG4yhxT/Zqto=,2017-03-01,1,0
AOf9o5L9WRgfr70COio+1gAj3McFeVFfnBFPkNYZXq0=,2017-03-01,0,0
APn+nh4V9JFNV8K8kjJge4XibktvUe9vpCDVWcZSeUs=,2017-03-01,0,0
APyO9uVIYehul8awHzdKzvOmqZqtcTHFdsC6qZQ6nCU=,2017-03-01,0,0
AQ/dJxpJrhPtxTQ0vZwMP59Mq6M927O1BmhfGQO3Hu0=,2017-03-01,0,0
AQGZ0Jq8qQIojTHzLYPmZaA3l+WZyK5PmMmI3iMvykQ=,2017-03-01,0,0
ARJ1m+sv7kUMU8hyPuDvK1kxxPcABxppLYJ8zCNBHR8=,2017-03-01,0,0
ARTaDFaXnME+mkXvYHPIutAnwBfA2KOIR6H3DThcLUM=,2017-03-01,1,1
ARkC1+c4LrUeyEppmNIE06MPUxoBRHTijFrNrTHQIYY=,2017-03-01,0,0
ASL7lWaHQf4QNOXHuMMyKpLDJoY/M42Fcl6Q8GPvwLs=,2017-03-01,0,0
ASUzzSOTdlfr16sq4XTlSwOCs48LXwrzrtkId+6blYw=,2017-03-01,0,0
ASaGG2lipvS20ZoTKMhy2IhAb3Aq2fmdOr4yQlSz1qc=,2017-03-01,1,1
ASyRgWHIbfTqpmJ7Qig3cTMgsrI+uJkN6xVWyV1FpEg=,2017-03-01,0,0
AT104vb+7dyVSCByhFOMM0hggTAB0A+Ce/4F0TP4Fn4=,2017-03-01,0,0
ATIobt1uDSCj5hkOu3zmyRUuNV6Ot18SI3k3240RzAM=,2017-03-01,0,0
AUGUWxlx0TIFSA9rwYEROpqP1DNBk3xH39JswGBwlno=,2017-03-01,0,0
AV1yFNnajZy8i7UoCrABG9uiTgOXiJCcFqzQs4A4Dyk=,2017-03-01,0,0
AV4c9C7TQzMA8PCDmfXWQPreFo1Pp9JS/i94ZnkJBr4=,2017-03-01,0,0
AVG9x0W+g2ZXwTLT6UTZbok5WOVPa54IPow1EH6QSX8=,2017-03-01,0,0
AVj2G5Zr2wP5RvRKhtBW350CEQX4+ryGQtBkzELVSmQ=,2017-03-01,0,0
AW8YOc81k1k3muBRXJFetJ/iUHxxSO+DcN61dLh0HAc=,2017-03-01,0,0
AWH+1ew/F1IOoSiJkn9U3MOmnNYxypruatVY5EG9kPo=,2017-03-01,0,0
AWXUqz6yIrB2LafppPi/1lVb04r3j+DcGStjhAWRs1w=,2017-03-01,0,0
AXr7bFcBV0X0Cz6Tyeopvu9qXUt0ZfvvU0yr+mCoJt0=,2017-03-01,0,0
AXuYjUGak2zSPC6rSeNL6o9gqqLneBpttmv+XQTpvi4=,2017-03-01,0,0
AY8X6C0ylQzqqvMhx9JpgLLWADuJXITmCignFFVbmY4=,2017-03-01,1,1
AZbSGfj/3IHe3eW3z3a8Rl6pGYb89MKL2dM5WvRTXVc=,2017-03-01,0,0
AZsIH5qJOAaxRiVHsCASAV+G6j4ZLkpiu71v8NUHWSM=,2017-03-01,0,0
Aa500MvbDKkGY95J3qCNTL3cecZm0ZnQv/uTOY3nhy4=,2017-03-01,0,0
AaeOZjKap0x0SbpjjpmndCnx5MTt8dfpTwv7bw3/OEc=,2017-03-01,1,1
Aau9B9+poOS7C48ZmM/2f03388qTEDIF4qSi+nFzj7I=,2017-03-01,0,0
Ab63sIqYqzb6JnjM2KzSwvZxiG6PiHgguevPTxIAMKU=,2017-03-01,0,0
AbqzEHF0oTEeWxwtt6Yq5KL/mNvF0W7FuebhQWoYfBg=,2017-03-01,0,0
Ac5heKNw+oaH7tzxwDTfpCGN/qLiF+ypjH+6VuZuXKc=,2017-03-01,0,0
AcA9dOkUsWPkg0DrhCCdYP0Yz1uJtHOLwleFSDEwjUg=,2017-03-01,0,0
AcrukVqKyms3BsfRJLs5OtFiH4KCScaaS9w41gncD7M=,2017-03-01,0,0
AdiXflNcxZRCMXMOMSpqHLfg4pJ1tK+R1/dB54m+1Zc=,2017-03-01,0,0
AdyTgknSGRt+7VWdwwSZZzNZ28LIlsnWxM1p9KbMxX0=,2017-03-01,0,0
Ae5Qw8eOq1AhA2u8Scak8L7Xwx7JG0a4dRM+FkTBox8=,2017-03-01,0,0
AePa20PZ+Gd664OMJ9jxvcZNFxJobsgP0bItZ6KgjIg=,2017-03-01,0,0
AeRy53NVHkGBxT+AU8jyabF6y44YVGWJAoFW6vO5NGo=,2017-03-01,0,0
AesfeurjHuxo2fk+MwbshTz2yrxnYxZ1hhPOhOm7ViA=,2017-03-01,0,0
Ag+bjl2f8CHlgcLErR6Bvm3LS5vkavC57zGpgZY62+0=,2017-03-01,0,0
AgAmVPB48folm2Lbp2pBlYM/ftYnO/i6XbvaWdMvrxo=,2017-03-01,0,0
AhWY1YGl7oHunk6JePLnvB0cG3vr0X+mvPmPX1N/c/o=,2017-03-01,0,0
Ahc6cPUmQEfHqLQd0qKgIy6+fBGEssXvDAK/Y9b+asg=,2017-03-01,0,0
Aiv6JgX+ZtpSSLcVZVWC2bzBENw+ERX4F2czuf5Lufc=,2017-03-01,0,0
AjoIDXu0GkdZ2qD0cG9WB1veOPUBFNokhad9mJf5J8U=,2017-03-01,0,0
Ak3yqdIVQcKlWaC/6S5ZwXQbeYdXHJ7ogdY8PyE2cVo=,2017-03-01,0,0
Ak5I6nhd7CgECsQiHSdDdXqkynpuvkX0RgBb0blfTfY=,2017-03-01,0,0
AlLJGTllr81xwlqrjE1FTSbVd1Ypi7qg7OI4u3teRc0=,2017-03-01,1,1
AlXiO5T25ItsHjwyO4EeaZZnD3vw9SYHvEw2EVKskpM=,2017-03-01,0,0
AlsEDpBMlkt5orE/lDh7GX9MGGVwquwb554wRlRorl0=,2017-03-01,0,0
AmMyWQXR1DBbp/7uCso9AJoKJJKHfkq9uQKyacvKG8E=,2017-03-01,0,0
AnSj1DKzN6E2RhlGRdRAjfgjeW12jVb8WUuMJ+hvsAE=,2017-03-01,0,0
Aniw6NAJkhsSbbyj9fSgm0fjzifdpdbg05BnawmfcaM=,2017-03-01,0,0
Ans4P+bJIowaQGuoZllTpx+Gb4ZSfJsMzwra+T/YMTE=,2017-03-01,1,1
Ao6TSJqfiC3U8TCL/JkP5Df13+it7XYR+Jbgd6G7yYg=,2017-03-01,0,0
AoHByvRd7F2II6HDrDICoQWFEt1I0aD64feRkoB+Yu0=,2017-03-01,0,0
AouhO0bcuFRiCC9vVdpoiVTm74pQNuH2ucatWd6d678=,2017-03-01,0,0
ApqZmkpUr6djileU/3wBZFGC7v6rv20UtpGJA9NYXAI=,2017-03-01,0,0
Aq7daIkrChEYZFUw3z3Av17jogEsvTrHlzuhVDwHeSc=,2017-03-01,0,0
AqZnPEIpOziEJgvVdW4Gumj2rlCCb+RtPX/MixH6eiA=,2017-03-01,1,1
ArKRPzlGiUsmDEpPurVmC/eifWJNMeZaosdrBvJghEQ=,2017-03-01,0,0
As2eLNbyDj8p8GPryJ4sWPJ0PibRDg4N+5YyNHLCc6g=,2017-03-01,0,0
AsChZTHKPMZgbBauuai3ectEn997lZmEwTrAC8RaXow=,2017-03-01,0,0
AsCkg0zLzEvX7T9DP7WIKkTWp7Bbsd8YMQOxEEDITXg=,2017-03-01,0,0
AsUN7EbvFnlDdYkEOJVW7avtvU/xwShi7m6QgcqmXGc=,2017-03-01,0,0
AthTm95U39YOWhW5lp22NO6FfB8ssfj9qMw996hICxs=,2017-03-01,0,0
AuBii5iG7F+l7GIIBAF2nVVZ6RbjdM1G3DS9epikLZE=,2017-03-01,0,0
AuWXPxJYCmKmkercjTvIpOnNXSjNwUvf1w4MrLDzHKg=,2017-03-01,0,0
AuohDIFUA4IfxGInysaRiAyedBtBVbWleNSy9SuXh/A=,2017-03-01,0,0
AvuB5UfCcn7dOYEjKE1WpHKCxzL41KfyQ2zkxyrm7TM=,2017-03-01,1,1
AwKcrJ7kb9akkw6RoOqRvBYd5XMG/aoR31OffDHGnTs=,2017-03-01,0,0
AwuJ40aZlZGkfn6BaUWvLY0pb4HvOECpo47BmMWEVZ8=,2017-03-01,0,0
Ax7jN98j3Alq8kQTA2ofhnDepNTtY4T51pE2n7Z8oxo=,2017-03-01,0,0
Axe/APTMwRu2sNE9+Cw5LsYmWWaTfiCdNQtFzkn1aSk=,2017-03-01,0,0
Ay0okyqFJ61ndwJpLp4Mdg+GwlbfjCyEomsAVAycl50=,2017-03-01,0,0
Ay6/Ez4psIif6v1KDpoqPL/LANLkUC3Hhof4tS5wu1s=,2017-03-01,1,1
AykYrWmIKFsV4O1i4YtIQSvHg7JaR9RXf/Ray1TTjg4=,2017-03-01,0,0
AylMK5cBwNMGiJp+WNQzPbI0ooMc3gbMUiAMXzS4+cY=,2017-03-01,0,0
AzRt4BAJrePbHnYS308v73gCLw904zPU3nwLoK663CM=,2017-03-01,0,0
B+KD3546KT4tWDAchTdpDJ4CUzqINVV2+fXk6W7tkf8=,2017-03-01,1,1
B+x07sRfmRdGZU0DPJmwktPmE/B8/fSRNrNS4CNX1Co=,2017-03-01,0,0
B/b0+OFYoyCnPEtaToIytWnmOFxtvyBSPzc9qGxVcRQ=,2017-03-01,1,1
B/qISf8WKBn3ZBtQyZQqoG52IF5uKuzvnPD2XBlWqE4=,2017-03-01,0,0
B0aCqHELJv15pAX/WtYg3w1EIliANtyOLWBkx6llxYU=,2017-03-01,1,1
B0w5CS1fPnunwq6hcmhxma5vxSpe8Dp+je7Y87GYJCk=,2017-03-01,1,1
B1jvkRUs+Qa9vi/EfUZ/mibzPSEhM2Q3f/rwWPCekEk=,2017-03-01,0,0
B1xx5LyV97qxd7qbfJKZunAzYn/BR6uIcQQGw0QdwWI=,2017-03-01,0,0
B29Ov9CM31a2iDtUC2gapw7gxZs0f9kE7AaYKDiJ9vk=,2017-03-01,1,0
B2IR00HeclY6pnj8dyqGIdJeYWrAvObQVpPZmC4kvIQ=,2017-03-01,0,0
B2WMWs2hkT4Ae4gfugirTB+RDbcY/inhlf3bbMDHvcw=,2017-03-01,0,0
B2jhkg+Ho/x+0MXZEeKhpD7bSKhlVKl6QoJRMe+zm9U=,2017-03-01,0,0
B2nFqY6ZEsxK7L7smkpNx3Lk1X/B2dXWDdZTi5hasrI=,2017-03-01,0,0
B3Sd1AkU/n6Je8xz7evpi7+TJc/f/x667mX+fi8UuC4=,2017-03-01,1,1
B3t8V9sl1SSWmmu3xo9UrVM3nOnfH8EaMifVFxQ++M8=,2017-03-01,0,0
